	names	gc	length
100	chr1:6686543-6687425	0.3843537414965986	882
101	chr1:6703975-6707282	0.4206229210765044	3307
102	chr1:6787482-6788603	0.42908117752007136	1121
103	chr1:6789449-6791740	0.43823657791357484	2291
104	chr1:6811871-6813656	0.4246498599439776	1785
105	chr1:6813037-6814938	0.445554971067859	1901
106	chr1:6823215-6825255	0.4485294117647059	2040
107	chr1:6949400-6952004	0.44086021505376344	2604
108	chr1:7344057-7345747	0.3810650887573965	1690
109	chr1:7630632-7631387	0.3841059602649007	755
110	chr1:7633177-7634425	0.3581730769230769	1248
111	chr1:7634565-7636108	0.4018146467919637	1543
112	chr1:7643436-7645256	0.3269230769230769	1820
113	chr1:7857072-7858173	0.3851044504995459	1101
114	chr1:8224952-8226359	0.39729921819474057	1407
115	chr1:8234527-8236450	0.37597503900156004	1923
116	chr1:8236685-8237779	0.41224862888482633	1094
117	chr1:8244946-8246571	0.39815384615384614	1625
118	chr1:8246558-8247714	0.4204152249134948	1156
119	chr1:8317519-8318632	0.3755615453728661	1113
120	chr1:9806283-9807099	0.44485294117647056	816
121	chr1:9894302-9895200	0.41759465478841873	898
122	chr1:12312605-12313782	0.39507221750212407	1177
123	chr1:12313654-12314594	0.4	940
124	chr1:12636295-12637808	0.380039656311963	1513
125	chr1:16763080-16764389	0.42780748663101603	1309
126	chr1:18794644-18798487	0.4124381993234452	3843
127	chr1:18812980-18817767	0.45143095884687695	4787
128	chr1:18817771-18820057	0.468503937007874	2286
129	chr1:18948589-18949533	0.3802966101694915	944
130	chr1:18953251-18955898	0.4420098224404987	2647
131	chr1:18959454-18960927	0.4989816700610998	1473
132	chr1:18971274-18972244	0.5195876288659794	970
133	chr1:18981461-18982391	0.46344086021505376	930
134	chr1:19050865-19054256	0.4199351223827779	3391
135	chr1:19061184-19062375	0.45256087321578503	1191
136	chr1:19075578-19077240	0.4326113116726835	1662
137	chr1:19076530-19079634	0.4178479381443299	3104
138	chr1:19119147-19120629	0.407557354925776	1482
139	chr1:19239208-19239564	0.3707865168539326	356
140	chr1:20077798-20078941	0.4068241469816273	1143
141	chr1:20291335-20292127	0.39015151515151514	792
142	chr1:20297073-20300674	0.358789225215218	3601
143	chr1:20304310-20305208	0.344097995545657	898
144	chr1:20305253-20307920	0.3892013498312711	2667
145	chr1:20318016-20319489	0.32858112695179903	1473
146	chr1:20349494-20350540	0.3862332695984704	1046
147	chr1:20351891-20355022	0.37783455764931334	3131
148	chr1:20362721-20365197	0.41922455573505657	2476
149	chr1:21156675-21159651	0.4210349462365591	2976
150	chr1:21167977-21172507	0.43554083885209716	4530
151	chr1:21172941-21174429	0.43413978494623656	1488
152	chr1:21408010-21409882	0.3952991452991453	1872
153	chr1:21502414-21505862	0.4654872389791183	3448
154	chr1:21523766-21525591	0.43616438356164383	1825
155	chr1:21599556-21600365	0.41656365883807167	809
156	chr1:21656652-21657859	0.4250207125103563	1207
157	chr1:21683488-21684119	0.4247226624405705	631
158	chr1:21693750-21694556	0.4838709677419355	806
159	chr1:21766547-21769227	0.4082089552238806	2680
160	chr1:21770091-21775205	0.4329292139225655	5114
161	chr1:21778731-21779833	0.40381125226860254	1102
162	chr1:21782215-21785558	0.4166915943763087	3343
163	chr1:21800840-21801647	0.42998760842627015	807
164	chr1:22040935-22044227	0.3636087484811665	3292
165	chr1:22060487-22061839	0.42677514792899407	1352
166	chr1:22092820-22094737	0.3954094940010433	1917
167	chr1:22109616-22111152	0.4016927083333333	1536
168	chr1:22170940-22174607	0.38723752386146715	3667
169	chr1:22183143-22183925	0.38618925831202044	782
170	chr1:22225177-22226354	0.4010195412064571	1177
171	chr1:22247566-22248843	0.4338292873923258	1277
172	chr1:22307074-22308420	0.38112927191679047	1346
173	chr1:22600486-22602312	0.4167579408543264	1826
174	chr1:22603865-22604529	0.46987951807228917	664
175	chr1:23712657-23714136	0.36578769438810005	1479
176	chr1:23714853-23715877	0.4130859375	1024
177	chr1:24014578-24016269	0.37492607924305144	1691
178	chr1:24094057-24096969	0.33001373626373626	2912
179	chr1:24105008-24106652	0.39720194647201945	1644
180	chr1:24107958-24109406	0.3867403314917127	1448
181	chr1:24133966-24135800	0.3914940021810251	1834
182	chr1:24267592-24273254	0.3889085128929707	5662
183	chr1:25758819-25761232	0.38789888106092	2413
184	chr1:25803647-25804508	0.39605110336817656	861
185	chr1:25829001-25829902	0.3940066592674806	901
186	chr1:25840626-25842421	0.38662952646239557	1795
187	chr1:25842692-25843795	0.31278331822302813	1103
188	chr1:25843818-25844700	0.41043083900226757	882
189	chr1:25846798-25847578	0.47307692307692306	780
190	chr1:25870159-25872029	0.3342245989304813	1870
191	chr1:25872212-25873055	0.3428232502965599	843
192	chr1:25921311-25922608	0.3747108712413261	1297
193	chr1:25924769-25926054	0.35252918287937746	1285
194	chr1:26002629-26003390	0.43101182654402104	761
195	chr1:26671407-26672778	0.45076586433260396	1371
196	chr1:27017441-27018432	0.4399596367305752	991
197	chr1:28919909-28921715	0.32945736434108525	1806
198	chr1:28921050-28924067	0.38581372224063637	3017
199	chr1:29015032-29016049	0.3854473942969518	1017
200	chr1:29104928-29107216	0.3382867132867133	2288
201	chr1:29130498-29134395	0.35591480626122657	3897
202	chr1:30300382-30301829	0.5583966827919834	1447
203	chr1:31103373-31103741	0.5190217391304348	368
204	chr1:31581787-31582468	0.4052863436123348	681
205	chr1:35614432-35615262	0.42530120481927713	830
206	chr1:35960979-35961892	0.3669222343921139	913
207	chr1:35977284-35982396	0.3687402190923318	5112
208	chr1:36151569-36152203	0.39589905362776023	634
209	chr1:37013731-37014397	0.43993993993993996	666
210	chr1:37775702-37776955	0.41500399042298486	1253
211	chr1:37810465-37811611	0.37347294938917974	1146
212	chr1:37811563-37812414	0.35487661574618096	851
213	chr1:37862898-37863504	0.4405940594059406	606
214	chr1:37894629-37895646	0.4385447394296952	1017
215	chr1:37895560-37897869	0.40233867475097446	2309
216	chr1:37905907-37909350	0.394423467905896	3443
217	chr1:38311711-38312549	0.41766109785202865	838
218	chr1:41488621-41490453	0.3548034934497817	1832
219	chr1:41595716-41596750	0.3955512572533849	1034
220	chr1:41923052-41923829	0.3410553410553411	777
221	chr1:42482788-42483581	0.47540983606557374	793
222	chr1:42580034-42580834	0.555	800
223	chr1:42613560-42615832	0.44278169014084506	2272
224	chr1:42630082-42631805	0.416134648868253	1723
225	chr1:42660658-42661415	0.4002642007926024	757
226	chr1:42664501-42665476	0.41846153846153844	975
227	chr1:42668998-42669869	0.5120551090700345	871
228	chr1:42669828-42670926	0.4262295081967213	1098
229	chr1:42678121-42679765	0.44343065693430656	1644
230	chr1:42686421-42688015	0.4209535759096612	1594
231	chr1:42689276-42693059	0.44118424530795664	3783
232	chr1:42691572-42695403	0.4314800313234142	3831
233	chr1:42700562-42701770	0.43956953642384106	1208
234	chr1:42717222-42718593	0.4427425237053246	1371
235	chr1:42719110-42723534	0.4231464737793852	4424
236	chr1:42723463-42725183	0.45406976744186045	1720
237	chr1:42728896-42729746	0.3623529411764706	850
238	chr1:42730922-42733906	0.42392761394101874	2984
239	chr1:43023180-43025789	0.42238405519356076	2609
240	chr1:43034345-43036065	0.39069767441860465	1720
241	chr1:43135567-43136790	0.41128372853638595	1223
242	chr1:43140269-43143736	0.4035188924141909	3467
243	chr1:43146315-43147909	0.42910915934755334	1594
244	chr1:43443785-43444860	0.386046511627907	1075
245	chr1:43449525-43451145	0.41172839506172837	1620
246	chr1:43451198-43452450	0.3929712460063898	1252
247	chr1:43667266-43668136	0.4379310344827586	870
248	chr1:43683308-43685198	0.42063492063492064	1890
249	chr1:43688392-43689817	0.4533333333333333	1425
250	chr1:43689872-43691337	0.40955631399317405	1465
251	chr1:43698737-43700778	0.3890249877511024	2041
252	chr1:43744639-43745536	0.3756967670011148	897
253	chr1:43872724-43874387	0.4491882140709561	1663
254	chr1:43876569-43881160	0.3898932694402091	4591
255	chr1:43882202-43883027	0.41454545454545455	825
256	chr1:43890360-43893717	0.4224009532320524	3357
257	chr1:43974480-43975435	0.4073298429319372	955
258	chr1:43988856-43990260	0.45085470085470086	1404
259	chr1:43990430-43991797	0.46232626188734455	1367
260	chr1:43996208-43998095	0.40858505564387915	1887
261	chr1:44208249-44209911	0.37845968712394706	1662
262	chr1:44269230-44270573	0.4028294862248697	1343
263	chr1:44275886-44277926	0.5098039215686274	2040
264	chr1:44347098-44348035	0.4439701173959445	937
265	chr1:44661503-44662298	0.579874213836478	795
266	chr1:44683463-44684593	0.4814159292035398	1130
267	chr1:44700544-44702409	0.5297587131367292	1865
268	chr1:44840162-44842777	0.5460803059273422	2615
269	chr1:44848764-44850302	0.5052015604681405	1538
270	chr1:44857756-44860540	0.5276580459770115	2784
271	chr1:44861656-44863201	0.5119741100323625	1545
272	chr1:44869891-44870769	0.5330296127562643	878
273	chr1:44870795-44872013	0.5082101806239737	1218
274	chr1:44876797-44880223	0.5396964389959136	3426
275	chr1:44907220-44908756	0.4661458333333333	1536
276	chr1:44908437-44909607	0.48205128205128206	1170
277	chr1:44976524-44977950	0.4950911640953717	1426
278	chr1:45109438-45110722	0.5825545171339563	1284
279	chr1:45288788-45291713	0.4287179487179487	2925
280	chr1:45305202-45307440	0.46693476318141197	2238
281	chr1:45312097-45313656	0.48877485567671586	1559
282	chr1:45374177-45376303	0.44402634054562556	2126
283	chr1:45376312-45376911	0.4090150250417362	599
284	chr1:45575367-45577727	0.46271186440677964	2360
285	chr1:46358333-46359178	0.3088757396449704	845
286	chr1:46482123-46482992	0.5120828538550057	869
287	chr1:46513556-46514502	0.41014799154334036	946
288	chr1:46514567-46516033	0.4304229195088677	1466
289	chr1:46713187-46714008	0.4007308160779537	821
290	chr1:46903295-46904795	0.39266666666666666	1500
291	chr1:46904848-46905911	0.36688617121354655	1063
292	chr1:46909589-46910527	0.4200426439232409	938
293	chr1:46911834-46914117	0.375383267630311	2283
294	chr1:47640477-47641690	0.40065952184666115	1213
295	chr1:50473531-50474129	0.38461538461538464	598
296	chr1:50821649-50822471	0.3613138686131387	822
297	chr1:50823392-50825086	0.3364817001180638	1694
298	chr1:50834692-50836060	0.364766081871345	1368
299	chr1:50836536-50839521	0.45025125628140705	2985
300	chr1:51286231-51288565	0.3740359897172236	2334
301	chr1:52344501-52345456	0.5036649214659686	955
302	chr1:52629312-52630932	0.4345679012345679	1620
303	chr1:52829022-52832123	0.4324411480167688	3101
304	chr1:52844037-52845591	0.3906048906048906	1554
305	chr1:52845594-52847474	0.3776595744680851	1880
306	chr1:52945468-52947241	0.5132543711223915	1773
307	chr1:52947046-52948496	0.4793103448275862	1450
308	chr1:52957956-52959485	0.4650098103335513	1529
309	chr1:53023982-53025478	0.41911764705882354	1496
310	chr1:53034014-53036881	0.41437042204394836	2867
311	chr1:53037645-53039225	0.4360759493670886	1580
312	chr1:53064804-53067611	0.4513715710723192	2807
313	chr1:53068123-53070514	0.3856127143454621	2391
314	chr1:53098456-53099199	0.4360699865410498	743
315	chr1:53119654-53124288	0.40699179974104444	4634
316	chr1:53129785-53130598	0.36654366543665434	813
317	chr1:53182996-53183850	0.509367681498829	854
318	chr1:53199234-53205283	0.46453959332121014	6049
319	chr1:53208959-53210506	0.5042016806722689	1547
320	chr1:53235688-53237058	0.4678832116788321	1370
321	chr1:53543492-53544606	0.4353680430879713	1114
322	chr1:53737774-53738138	0.35714285714285715	364
323	chr1:54298273-54300319	0.4198435972629521	2046
324	chr1:54319651-54320899	0.34134615384615385	1248
325	chr1:54321679-54326948	0.40083507306889354	5269
326	chr1:54328413-54329444	0.3860329776915616	1031
327	chr1:54338562-54343679	0.3818643736564393	5117
328	chr1:54343909-54346612	0.43174250832408434	2703
329	chr1:54378483-54379233	0.4013333333333333	750
330	chr1:54382965-54384507	0.45395590142671854	1542
331	chr1:54385083-54389458	0.38125714285714285	4375
332	chr1:55542617-55544589	0.3919878296146045	1972
333	chr1:55544698-55546255	0.4007707129094412	1557
334	chr1:56179280-56181202	0.4308012486992716	1922
335	chr1:56208386-56209810	0.413623595505618	1424
336	chr1:56296854-56298539	0.39762611275964393	1685
337	chr1:56889584-56891690	0.4648622981956315	2106
338	chr1:56897410-56898104	0.41930835734870314	694
339	chr1:56908619-56909971	0.4378698224852071	1352
340	chr1:56909805-56911079	0.4097331240188383	1274
341	chr1:56936752-56938405	0.4615849969751966	1653
342	chr1:56955231-56955994	0.42201834862385323	763
343	chr1:56980062-56982101	0.41245708680725846	2039
344	chr1:56982216-56983464	0.43830128205128205	1248
345	chr1:56983384-56984759	0.39490909090909093	1375
346	chr1:56984761-56985622	0.397212543554007	861
347	chr1:57033375-57034762	0.40447007930785867	1387
348	chr1:57061615-57062254	0.5305164319248826	639
349	chr1:57103972-57104964	0.38205645161290325	992
350	chr1:57176113-57178894	0.47896440129449835	2781
351	chr1:57191250-57195738	0.4213458110516934	4488
352	chr1:57195748-57199446	0.4183342347214711	3698
353	chr1:57203197-57203754	0.4703770197486535	557
354	chr1:57203551-57205461	0.41361256544502617	1910
355	chr1:57214910-57216764	0.4120819848975189	1854
356	chr1:57537581-57538974	0.4895908111988514	1393
357	chr1:57718422-57720406	0.4158266129032258	1984
358	chr1:57770186-57770751	0.5079646017699115	565
359	chr1:57783991-57784816	0.39636363636363636	825
360	chr1:57794137-57797314	0.3695310040919106	3177
361	chr1:57814319-57815212	0.48600223964165734	893
362	chr1:57815318-57816412	0.42778793418647165	1094
363	chr1:57870586-57871601	0.4266009852216749	1015
364	chr1:57975410-57977038	0.41093366093366096	1628
365	chr1:57977012-57978606	0.40338770388958595	1594
366	chr1:58009435-58011833	0.420767306088407	2398
367	chr1:58179047-58179841	0.42191435768261965	794
368	chr1:58457113-58458052	0.5835995740149095	939
369	chr1:58657457-58658226	0.43823146944083224	769
370	chr1:58688591-58690252	0.41180012040939196	1661
371	chr1:58795894-58799417	0.44024978711325574	3523
372	chr1:58809606-58810578	0.3395061728395062	972
373	chr1:58813094-58815072	0.43882709807886755	1978
374	chr1:58963332-58964021	0.5994194484760522	689
375	chr1:58965197-58965866	0.4618834080717489	669
376	chr1:58974594-58975559	0.46528497409326425	965
377	chr1:59001399-59003970	0.42707117852975496	2571
378	chr1:59464902-59466633	0.4246100519930676	1731
379	chr1:59497609-59499769	0.43657407407407406	2160
380	chr1:59499958-59501270	0.4321646341463415	1312
381	chr1:59526927-59527890	0.43509865005192105	963
382	chr1:59547924-59549473	0.39703034215622984	1549
383	chr1:59572707-59573716	0.34985133795837464	1009
384	chr1:59591159-59592149	0.3888888888888889	990
385	chr1:59593316-59594198	0.47732426303854875	882
386	chr1:59594744-59596018	0.46781789638932497	1274
387	chr1:59606488-59607859	0.4084609773887673	1371
388	chr1:59609063-59610538	0.38305084745762713	1475
389	chr1:59651629-59653057	0.40896358543417366	1428
390	chr1:59677883-59678692	0.48702101359703337	809
391	chr1:59719598-59723171	0.42261404981808004	3573
392	chr1:59723426-59724146	0.4236111111111111	720
393	chr1:59821924-59824407	0.42690293999194523	2483
394	chr1:59834811-59841854	0.3756921766292773	7043
395	chr1:59853315-59854387	0.373134328358209	1072
396	chr1:59864447-59866152	0.3478005865102639	1705
397	chr1:59880742-59882571	0.4133406232914161	1829
398	chr1:59920057-59924000	0.3788993152422014	3943
399	chr1:59965871-59966785	0.45842450765864334	914
400	chr1:59967393-59968534	0.39000876424189307	1141
401	chr1:59975570-59979146	0.43148769574944074	3576
402	chr1:60034795-60037024	0.38178555406011666	2229
403	chr1:60224869-60226217	0.3850148367952522	1348
404	chr1:60591466-60592702	0.41828478964401294	1236
405	chr1:60621221-60623603	0.5432409739714525	2382
406	chr1:61430089-61430869	0.43205128205128207	780
407	chr1:61740421-61741933	0.3948412698412698	1512
408	chr1:61759804-61760588	0.34311224489795916	784
409	chr1:61770059-61773010	0.439173161640122	2951
410	chr1:61805991-61807010	0.41216879293424924	1019
411	chr1:61806987-61807544	0.473967684021544	557
412	chr1:62097301-62098234	0.3783494105037513	933
413	chr1:64046365-64046723	0.30446927374301674	358
414	chr1:64197308-64202565	0.4434087882822903	5257
415	chr1:64239754-64241398	0.4537712895377129	1644
416	chr1:64425634-64427780	0.39095992544268404	2146
417	chr1:64437034-64439486	0.4543230016313214	2452
418	chr1:64440498-64441357	0.37951105937136204	859
419	chr1:64441786-64448079	0.3824884792626728	6293
420	chr1:64449453-64453147	0.3914455874390904	3694
421	chr1:64489602-64490605	0.3948155533399801	1003
422	chr1:64734507-64740155	0.4564447592067989	5648
423	chr1:64759478-64760411	0.4941050375133976	933
424	chr1:64783572-64785334	0.4965947786606129	1762
425	chr1:64788492-64789143	0.4731182795698925	651
426	chr1:64827438-64828534	0.3494525547445255	1096
427	chr1:64940402-64941365	0.5244029075804777	963
428	chr1:64956417-64957388	0.4624098867147271	971
429	chr1:64957448-64960492	0.4720762155059133	3044
430	chr1:64973985-64975687	0.4800235017626322	1702
431	chr1:64977526-64979321	0.43175487465181056	1795
432	chr1:64986725-64987602	0.6009122006841505	877
433	chr1:64987811-64990771	0.4858108108108108	2960
434	chr1:64997053-64998673	0.4154320987654321	1620
435	chr1:65023831-65025879	0.38623046875	2048
436	chr1:65202418-65203536	0.4597495527728086	1118
437	chr1:65210277-65211857	0.42658227848101266	1580
438	chr1:65213344-65216097	0.4544133672357428	2753
439	chr1:65219717-65223840	0.4976958525345622	4123
440	chr1:65642077-65645094	0.45011600928074247	3017
441	chr1:65676090-65678700	0.3383141762452107	2610
442	chr1:65785222-65787118	0.46729957805907174	1896
443	chr1:65992606-65997041	0.3729425028184893	4435
444	chr1:66001382-66003505	0.3499764484220443	2123
445	chr1:66072293-66073834	0.3711875405580792	1541
446	chr1:66446774-66448031	0.4295942720763723	1257
447	chr1:66700921-66702323	0.44650499286733236	1402
448	chr1:67007617-67008589	0.4279835390946502	972
449	chr1:67015523-67019305	0.4190904283447911	3782
450	chr1:67143984-67144695	0.38396624472573837	711
451	chr1:67189930-67191521	0.42237586423632933	1591
452	chr1:67414860-67417441	0.38744672607516467	2581
453	chr1:67747769-67748821	0.45722433460076045	1052
454	chr1:67749756-67750427	0.4843517138599106	671
455	chr1:67835597-67836689	0.44505494505494503	1092
456	chr1:67836462-67837773	0.4607170099160946	1311
457	chr1:67909655-67911160	0.5395348837209303	1505
458	chr1:68004105-68004894	0.45373891001267425	789
459	chr1:68015734-68016696	0.49480249480249483	962
460	chr1:68020912-68022983	0.43795267986479963	2071
461	chr1:68025968-68027815	0.5175961017866811	1847
462	chr1:68027864-68032515	0.5291335196731886	4651
463	chr1:68037890-68047240	0.5373262032085562	9350
464	chr1:68077371-68081632	0.4832199014315888	4261
465	chr1:68086650-68090564	0.5344915687276444	3914
466	chr1:68094491-68095549	0.5661625708884688	1058
467	chr1:68095583-68101834	0.532234842425212	6251
468	chr1:68150518-68151342	0.3786407766990291	824
469	chr1:68275852-68279255	0.5183661475168968	3403
470	chr1:68289355-68290704	0.44180874722016306	1349
471	chr1:68350917-68355545	0.5250648228176318	4628
472	chr1:68361789-68364987	0.5368980612883052	3198
473	chr1:68365227-68370295	0.5329518547750592	5068
474	chr1:68377811-68379218	0.5031982942430704	1407
475	chr1:68380784-68381670	0.5553047404063205	886
476	chr1:68581434-68598981	0.472160483273494	17547
477	chr1:68603262-68604805	0.5048606610499028	1543
478	chr1:68627142-68630217	0.5216260162601626	3075
479	chr1:68632283-68634378	0.4840095465393795	2095
480	chr1:68664725-68665530	0.5279503105590062	805
481	chr1:68665365-68668483	0.5695958948043618	3118
482	chr1:68668428-68669330	0.5210643015521065	902
483	chr1:68678800-68680274	0.5203527815468114	1474
484	chr1:68688443-68689403	0.571875	960
485	chr1:68728337-68731365	0.4392338177014531	3028
486	chr1:68732769-68734033	0.46835443037974683	1264
487	chr1:68742725-68744398	0.539151225343694	1673
488	chr1:68752325-68753672	0.504083147735709	1347
489	chr1:68771683-68773296	0.4829510229386237	1613
490	chr1:68786449-68790373	0.4829255861365953	3924
491	chr1:69289227-69290186	0.5245046923879041	959
492	chr1:69290136-69291347	0.5078447563996696	1211
493	chr1:69291413-69292368	0.5319371727748691	955
494	chr1:69622858-69624836	0.4196157735085945	1978
495	chr1:69670973-69675755	0.46486825595984943	4782
496	chr1:69674547-69678295	0.4487726787620064	3748
497	chr1:69701324-69702420	0.45711678832116787	1096
498	chr1:69796927-69798709	0.531986531986532	1782
499	chr1:69798624-69801468	0.4680028129395218	2844
500	chr1:69805871-69806852	0.54638124362895	981
501	chr1:69807436-69810544	0.4974259974259974	3108
502	chr1:69810548-69812277	0.589358010410642	1729
503	chr1:69813765-69814731	0.5610766045548654	966
504	chr1:69816981-69820281	0.5351515151515152	3300
505	chr1:69821404-69825237	0.4669971301852335	3833
506	chr1:69826087-69830493	0.47004085338175217	4406
507	chr1:69829464-69831693	0.45715567519066846	2229
508	chr1:69832403-69836333	0.5511450381679389	3930
509	chr1:69838683-69839525	0.5237529691211401	842
510	chr1:69864640-69865690	0.5361904761904762	1050
511	chr1:69866391-69868770	0.5350987810004203	2379
512	chr1:69923554-69925239	0.46409495548961427	1685
513	chr1:70053608-70054767	0.5418464193270061	1159
514	chr1:70065913-70067015	0.46551724137931033	1102
515	chr1:70093672-70094944	0.5605345911949685	1272
516	chr1:70097930-70100208	0.5500438981562774	2278
517	chr1:70121225-70121823	0.540133779264214	598
518	chr1:70183370-70184195	0.503030303030303	825
519	chr1:70191384-70193916	0.5671406003159558	2532
520	chr1:70194429-70196497	0.5401353965183753	2068
521	chr1:70197541-70199589	0.541015625	2048
522	chr1:70260452-70262345	0.5182250396196514	1893
523	chr1:70467326-70471712	0.46078431372549017	4386
524	chr1:70490122-70493764	0.4695222405271829	3642
525	chr1:70493866-70495687	0.5266337177375069	1821
526	chr1:70677998-70680939	0.41448486909214555	2941
527	chr1:70681635-70685165	0.426628895184136	3530
528	chr1:70703323-70704677	0.4239290989660266	1354
529	chr1:71027988-71029481	0.43804420629604823	1493
530	chr1:71043475-71044935	0.5006849315068493	1460
531	chr1:71291128-71292895	0.4052065647990945	1767
532	chr1:71297660-71300911	0.4832359274069517	3251
533	chr1:71331436-71332246	0.4074074074074074	810
534	chr1:71339071-71341531	0.4792682926829268	2460
535	chr1:71342166-71343417	0.5363709032773781	1251
536	chr1:71359724-71361281	0.43031470777135516	1557
537	chr1:71361315-71362997	0.46135552913198574	1682
538	chr1:71363254-71367226	0.5007552870090635	3972
539	chr1:71367498-71371148	0.46301369863013697	3650
540	chr1:71371419-71372578	0.4943917169974116	1159
541	chr1:71380282-71382423	0.4694068192433442	2141
542	chr1:71384988-71385987	0.5415415415415415	999
543	chr1:71392714-71393767	0.533713200379867	1053
544	chr1:71393900-71396024	0.5649717514124294	2124
545	chr1:71409879-71410970	0.44821264894592117	1091
546	chr1:71414467-71416346	0.4587546567323044	1879
