gene_name	Adrenal	Aorta	Esophagus	Fat	Gastric	Liver	Lung	Pancreas	Psoas	Right_ventricle	Colon	Small_intestines
EHF	0.0	0.0	91.1119	12.2031	5.5851	0.0	33.4288	3.8572	0.0	0.0	3.274	3.946
ELF1	2.1343	5.8989	25.4468	22.2423	4.5238	12.6873	34.577	5.1474	7.9632	7.0459	1.7015	3.9101
ELF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELK1	7.7459	7.6964	13.8467	26.3297	4.1584	27.7444	39.5625	3.5468	27.9122	29.8768	0.0	1.5225
ELK4	1.2325	1.2405	2.9141	2.4891	1.6752	2.5935	2.8736	1.8307	6.8748	2.8871	0.0	0.0
EN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERG	1.6228	8.2893	1.5313	13.4724	1.0918	5.082	13.5099	0.0	4.2456	6.6211	0.0	0.0
ESR1	0.0	0.0	0.0	2.309	0.0	34.1973	0.0	0.0	4.1084	0.0	0.0	0.0
ESR2	1.0913	0.0	0.0	1.2135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ESRRA	19.1605	6.8615	48.1663	49.897	26.0479	42.8432	46.9525	16.4639	231.528	122.1871	8.9805	39.655
ESRRB	0.0	0.0	0.0	0.0	1.1677	0.0	0.0	0.0	1.1209	0.0	0.0	0.0
ETS1	3.3576	3.2173	2.8258	49.2122	2.839	12.0176	43.1066	3.1695	7.7954	12.4526	0.0	1.0538
ETS2	12.6741	17.4044	41.0817	47.8728	25.0322	31.4634	106.8111	7.2837	71.6391	16.3051	3.2236	13.6415
ETV1	11.8007	2.1663	0.0	1.6917	0.0	1.0344	11.2895	2.3266	0.0	12.795	0.0	0.0
ETV2	1.7866	0.0	2.2435	2.6761	1.4917	1.4936	0.0	0.0	0.0	0.0	0.0	0.0
ETV3	1.0108	1.3502	6.8786	6.7156	2.5416	2.0318	6.6711	0.0	6.143	2.4518	0.0	1.9141
ETV3L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ETV4	2.3292	1.0323	5.3821	0.0	1.3981	0.0	1.5744	4.7868	0.0	1.9439	0.0	0.0
ETV5	11.4296	2.0662	1.4431	2.7733	1.4392	3.8199	8.3338	3.937	5.3375	3.69	0.0	0.0
ETV6	4.1833	5.1183	4.844	5.5295	3.2606	2.0691	8.3916	1.6596	4.9485	1.8502	0.0	0.0
ETV7	0.0	0.0	2.4431	0.0	2.5823	0.0	3.9197	0.0	0.0	0.0	0.0	1.9604
FEV	1.4573	0.0	0.0	0.0	0.0	0.0	0.0	8.9953	0.0	0.0	0.0	0.0
FLI1	1.9926	0.0	2.9522	19.8299	1.3293	6.7597	47.8964	1.1824	6.4504	13.8365	0.0	0.0
FOS	30.2884	93.3154	62.7328	989.6094	30.4504	11.4644	547.8965	21.8321	26.7075	27.2402	20.6106	12.4898
FOSB	3.4365	19.803	0.0	182.5928	4.5663	0.0	15.1285	5.2809	3.3837	1.3262	0.0	0.0
FOSL1	11.5144	1.6618	19.8139	58.9745	2.9678	0.0	13.1561	1.2338	163.0037	21.5688	0.0	0.0
FOSL2	33.1342	10.0782	58.4244	167.4426	11.2532	4.0583	99.2796	3.4702	54.2308	20.2868	2.3333	4.7918
FOXA1	0.0	0.0	7.2654	0.0	7.0964	15.3567	9.5872	0.0	0.0	0.0	0.0	1.1025
FOXA2	0.0	0.0	0.0	14.5162	5.3924	10.1777	7.4006	9.3116	0.0	0.0	0.0	0.0
FOXC1	2.1294	13.2176	1.9265	4.916	0.0	0.0	1.0513	0.0	0.0	2.3151	0.0	0.0
FOXD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOXD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOXF2	0.0	0.0	6.3161	1.1505	7.1721	0.0	5.3915	0.0	0.0	0.0	0.0	0.0
FOXH1	5.0289	7.5393	2.428	0.0	4.3748	0.0	0.0	6.6382	0.0	0.0	0.0	4.6648
FOXI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOXL1	0.0	2.9361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOXO1	1.4389	1.8704	2.6592	18.5052	3.083	4.0538	6.9801	2.5177	48.1916	5.6584	0.0	0.0
FOXO3	2.8426	4.4896	6.7257	15.965	5.211	4.0533	12.436	3.1717	19.9605	11.6529	0.0	0.0
FOXO3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOXP1	2.2241	7.4666	8.9078	8.7485	7.0277	4.4648	11.2287	2.7618	6.7099	3.6383	0.0	0.0
FOXP2	0.0	0.0	2.0441	2.5485	1.2351	1.5634	0.0	0.0	2.8878	0.0	0.0	0.0
FOXQ1	0.0	0.0	6.9302	2.3751	5.9417	0.0	1.0109	0.0	0.0	0.0	0.0	0.0
GABPA	2.4352	2.854	4.8891	4.5882	2.8273	4.3018	5.3129	1.673	3.5114	3.2331	0.0	0.0
GATA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GATA2	4.0511	0.0	2.1208	8.7913	0.0	0.0	19.5525	2.1276	4.6499	12.1942	0.0	0.0
GATA3	1.5878	0.0	0.0	1.5762	0.0	0.0	1.2835	0.0	0.0	0.0	0.0	0.0
GATA4	0.0	0.0	0.0	12.4277	4.818	14.4269	0.0	3.021	0.0	38.3695	0.0	13.0308
GATA5	0.0	0.0	0.0	0.0	3.8153	0.0	0.0	0.0	0.0	0.0	0.0	2.9945
GATA6	17.1346	7.5138	0.0	19.9213	5.1964	4.875	8.7895	5.4772	0.0	24.8131	0.0	3.7589
GATAD1	10.9667	10.4671	8.0478	14.7577	6.3524	6.7848	10.568	7.8055	7.4036	6.815	1.0327	1.7496
GFI1	0.0	0.0	0.0	3.4315	0.0	0.0	1.1502	1.5429	0.0	0.0	0.0	0.0
GFI1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTF2A1	1.4776	2.3701	4.7604	3.6835	1.9281	5.1631	6.8289	1.4677	5.7195	2.7572	0.0	0.0
GTF2A2	35.2972	31.0012	85.442	84.8388	48.4914	39.791	85.3025	24.8264	145.7095	117.4522	11.6664	10.5732
GTF2I	7.8485	7.2517	35.2621	72.0685	8.0993	30.9233	46.7538	9.095	22.6842	13.3726	0.0	3.0256
GTF2IRD1	9.7555	1.1774	17.1705	5.6267	16.1995	2.2564	6.1188	3.9246	43.6395	12.5375	0.0	0.0
HELT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HINFP	6.2695	4.0322	6.1761	7.5744	3.9192	5.2496	6.522	3.3891	6.9454	4.7763	0.0	1.6878
HLF	3.4291	2.6506	8.7577	1.7883	4.1932	19.3498	2.5227	1.1889	1.0443	2.5521	0.0	0.0
HLTF	2.3499	3.2974	2.355	3.9531	1.981	3.1174	3.7252	2.5424	2.365	3.2615	0.0	0.0
HNF1A	0.0	0.0	0.0	5.5647	1.7044	13.2277	0.0	2.3923	0.0	0.0	0.0	3.2158
HNF1B	0.0	0.0	0.0	14.3645	1.8741	4.81	2.6563	12.7525	0.0	0.0	0.0	1.6782
HNF4A	0.0	0.0	0.0	13.6815	1.8392	98.0877	0.0	3.2103	0.0	0.0	4.2173	12.4644
HNF4G	0.0	0.0	0.0	3.7633	0.0	6.0975	0.0	0.0	0.0	0.0	1.335	13.8177
HOXA5	11.9709	0.0	2.6969	6.8	3.614	0.0	6.2458	0.0	3.8696	0.0	0.0	0.0
HOXA9	1.0257	0.0	0.0	3.8038	0.0	0.0	0.0	0.0	11.2429	0.0	1.693	0.0
HOXC9	2.8942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.554	0.0	0.0	0.0
HSF1	47.18	24.681	33.019	54.4535	21.0895	22.2236	40.5332	16.2859	94.5186	73.2912	2.104	3.1189
INSM1	1.3993	0.0	0.0	2.7872	0.0	0.0	0.0	6.3749	0.0	0.0	0.0	0.0
IRF1	6.4262	3.3643	10.3305	50.4983	19.7988	17.2777	90.5673	8.4131	7.2653	8.4786	2.7149	7.4409
IRF2	7.7462	4.4532	12.2365	12.2366	7.9407	11.4307	36.9963	2.8852	13.196	6.5619	2.2737	4.8382
JUN	21.9173	29.1062	36.9257	285.134	30.4061	17.6646	103.001	13.8676	101.526	57.7955	7.2847	5.1449
JUNB	106.212	144.989	261.521	931.793	56.2489	35.0904	463.462	49.1189	100.693	43.9244	16.8574	4.6916
JUND	105.1341	44.8249	75.4649	266.3956	42.5268	37.7442	170.6735	37.858	31.2447	213.3673	16.872	25.648
KLF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF10	5.6997	4.4055	13.2283	59.9314	10.7038	7.1235	33.4757	12.2311	70.6949	7.791	2.4727	1.3074
KLF11	2.1875	2.3739	3.119	19.7923	1.7172	11.6317	8.9713	4.737	6.9713	3.7822	0.0	0.0
KLF12	0.0	1.0711	0.0	0.0	0.0	3.3025	0.0	0.0	1.3262	1.363	0.0	0.0
KLF13	6.6036	5.3169	10.1739	41.5102	14.0027	10.4006	33.1457	3.2417	8.6525	18.7321	1.0255	5.8483
KLF14	0.0	0.0	0.0	1.7401	0.0	0.0	0.0	0.0	1.8302	0.0	0.0	0.0
KLF15	3.8022	9.7974	5.9973	25.8522	6.7607	51.6646	11.9077	3.0983	45.2755	38.3617	0.0	0.0
KLF16	2.3506	1.4855	11.2748	8.1139	2.0267	12.6498	12.6717	2.4448	10.0625	4.7807	0.0	1.1368
KLF17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF4	5.1885	8.8057	82.6455	107.6453	13.037	2.5057	54.8683	2.1956	9.3435	15.7245	17.7735	9.2133
KLF5	1.5542	0.0	331.9496	3.6133	36.0289	0.0	16.7936	1.5699	246.2197	0.0	7.8282	14.7673
LEUTX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LHX3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LTF	0.0	0.0	1.9881	7.7871	193.56	1.7152	79.951	2.2133	1.3522	2.2115	0.0	0.0
MAFB	2.724	1.0727	14.6891	26.9623	3.4436	8.0882	107.0625	13.2465	9.6803	4.5048	0.0	0.0
MAFF	7.8486	13.0664	26.0561	71.4308	6.3618	1.8664	36.73	4.4625	69.1591	13.6599	2.11	1.7996
MAFK	7.6992	20.1399	11.5918	30.0057	3.4989	8.4159	41.4619	8.6832	34.0221	50.1527	1.7354	3.0207
MATR3	32.9776	33.952	66.174	67.8949	37.7871	36.915	74.0327	29.0321	61.9227	56.3109	7.4695	8.2182
MAX	17.5714	9.9365	40.4488	21.4949	19.5753	12.0669	34.4462	7.6681	34.7978	23.2751	5.7552	6.8527
MECOM	0.0	2.4749	8.3568	12.3905	11.9141	0.0	15.5326	2.879	2.0743	4.7723	0.0	2.3205
MEF2A	7.0782	7.0783	8.9228	17.5808	4.577	8.5438	26.1339	4.4981	14.2362	20.9302	0.0	1.2052
MEF2C	9.9776	6.1962	1.6532	11.052	1.484	3.1277	8.3933	0.0	51.9225	8.7653	0.0	0.0
MEIS1	26.911	6.5209	14.4763	22.7865	14.8401	1.257	6.9092	15.0583	1.5342	30.9033	0.0	0.0
MESP1	4.6836	0.0	0.0	14.5405	1.0405	0.0	1.0497	0.0	6.0769	1.8374	0.0	0.0
MESP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MITF	0.0	1.0778	2.8155	4.6511	1.5192	1.2464	4.4465	0.0	17.8744	16.9774	0.0	0.0
MLLT1	1.5794	4.0303	6.5379	19.175	1.2469	8.4579	20.9544	2.1339	10.9678	7.9716	0.0	0.0
MLLT3	3.9334	0.0	4.5448	3.5968	2.7267	0.0	5.2703	1.3772	2.5503	3.8027	7.1205	1.59
MNT	2.4716	2.0355	6.9952	13.4207	1.9971	1.8564	11.6822	2.1659	2.8952	3.012	0.0	0.0
MTERF	2.6609	1.7413	4.4109	2.4008	3.0892	4.8416	3.1001	1.345	4.5405	3.242	0.0	1.4871
MTF1	0.0	0.0	4.0318	2.4244	0.0	1.727	8.5191	0.0	3.736	1.2745	0.0	0.0
MYB	0.0	0.0	1.7974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2384	0.0	0.0
MYBL2	0.0	0.0	8.6103	4.6792	2.5252	1.564	1.4174	1.2409	0.0	0.0	0.0	0.0
MYC	11.6365	9.8173	44.9245	241.1131	17.1325	12.9249	45.9599	10.5856	87.1323	13.8104	1.2107	0.0
MYCN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYOD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.1345	0.0	0.0	0.0
MYOG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.3315	0.0	0.0	0.0
MYT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYT1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1345	0.0	0.0	0.0	0.0
NFAT5	0.0	1.2716	2.1566	2.8444	0.0	1.3774	3.5855	1.0499	1.5493	1.1428	0.0	0.0
NFATC1	2.2135	1.6034	1.1984	11.6782	0.0	0.0	6.8601	1.1095	8.6013	3.744	0.0	0.0
NFATC2	0.0	0.0	0.0	4.2659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFATC3	1.0307	1.9382	3.9307	6.859	1.3096	10.8504	10.4072	1.1257	8.1588	3.2407	0.0	0.0
NFATC4	127.3391	128.4605	14.6782	23.6536	26.704	1.9416	8.7742	20.6084	4.2975	16.9442	0.0	4.2511
NFE2L2	14.8095	23.7826	111.8897	43.0352	35.9577	22.2165	45.6702	9.9794	32.147	18.0852	4.0684	8.3062
NFIC	13.2952	9.1883	12.4711	52.8741	7.5687	62.1555	30.3713	5.6771	111.3386	37.8103	0.0	0.0
NFIL3	11.1887	2.9478	8.7623	79.831	8.6021	7.4171	45.5348	6.3773	85.0447	15.5419	2.0795	0.0
NFKB1	3.8285	2.3366	12.2824	31.5794	4.3295	8.9206	38.6302	2.9675	10.5789	5.2268	1.234	1.5209
NFYA	2.5679	1.4582	4.8239	5.9307	1.931	4.1096	10.2786	2.9633	6.3559	2.7925	0.0	0.0
NFYB	12.4697	14.372	10.2332	10.5291	7.5362	5.9744	11.0154	3.8853	11.5375	16.0377	3.4203	1.8882
NHLH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NKX2-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.8485	0.0	0.0
NKX3-1	0.0	0.0	0.0	1.6895	0.0	1.6699	2.1259	0.0	1.9384	0.0	0.0	0.0
NKX3-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOBOX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOTO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NR2C2	2.3157	1.5619	2.8715	3.9623	1.5701	2.5783	6.4895	1.6083	5.682	2.5789	0.0	1.1251
NR2E3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NR2F1	23.4717	0.0	7.1455	22.7243	3.9477	11.0127	31.029	1.2081	0.0	0.0	0.0	0.0
NR3C1	2.3332	2.9464	5.5741	12.693	4.2892	17.9878	15.807	2.0799	13.7682	6.3714	0.0	1.3547
NR4A2	5.0463	6.9832	1.4351	7.3554	2.1836	0.0	2.2869	1.1659	0.0	0.0	0.0	0.0
NR5A2	0.0	0.0	0.0	21.5502	0.0	9.5562	1.9921	7.9473	0.0	0.0	0.0	2.0578
NRF1	2.5244	1.9652	4.0963	3.7863	2.2185	1.866	6.9834	2.0621	3.0628	3.5428	0.0	0.0
ONECUT1	0.0	0.0	0.0	5.1916	0.0	5.8267	0.0	2.018	0.0	0.0	0.0	0.0
ONECUT2	0.0	0.0	0.0	0.0	0.0	1.3867	0.0	0.0	0.0	0.0	0.0	0.0
ONECUT3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP1	5.0372	2.2823	21.6657	32.335	7.4352	37.1105	36.3606	6.5247	15.9589	46.1291	0.0	1.9076
PATZ1	6.6656	2.3135	3.702	9.5773	8.1509	7.0875	7.7474	7.8502	5.8615	3.9463	0.0	0.0
PAX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAX4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAX5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAX6	0.0	0.0	0.0	4.6039	0.0	0.0	0.0	27.3176	0.0	0.0	0.0	0.0
PBX1	4.6605	5.01	9.2976	25.959	6.0291	2.2312	7.7347	5.9986	16.7276	10.1308	0.0	1.4632
PDX1	0.0	0.0	0.0	6.2728	0.0	0.0	0.0	7.4247	0.0	0.0	0.0	4.9562
PITX1	0.0	0.0	456.5966	0.0	77.0397	0.0	1.2152	0.0	26.1814	0.0	0.0	1.339
PITX2	0.0	0.0	1.3829	0.0	0.0	0.0	0.0	0.0	30.6681	0.0	0.0	0.0
PITX3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2936	7.5219	0.0	0.0
PLAG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POU2F2	1.1172	1.1537	0.0	0.0	1.1331	0.0	7.8454	0.0	0.0	0.0	0.0	0.0
PPARA	1.4389	1.4968	3.3518	14.8054	1.9414	42.6034	4.6274	0.0	8.5952	10.9654	0.0	2.0506
PPARD	10.1429	4.0644	21.2565	13.264	5.1741	6.2996	17.2967	2.6611	121.1488	9.942	1.368	1.2417
PPARG	7.5002	1.0586	2.3871	124.2322	3.6946	5.2346	14.5068	0.0	3.0677	7.2086	6.1774	3.2073
PRDM1	0.0	0.0	22.6644	2.0241	1.5967	0.0	5.795	0.0	0.0	0.0	0.0	0.0
PRDM10	0.0	0.0	1.833	1.4734	0.0	1.3242	1.5639	0.0	1.6953	0.0	0.0	0.0
PRDM12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM15	1.1134	1.181	1.516	1.5287	1.2245	0.0	1.5438	1.0186	1.8162	0.0	0.0	0.0
PRDM16	0.0	5.1558	0.0	5.3967	1.009	0.0	2.8782	1.7465	0.0	3.3367	0.0	1.2557
